	Cluster_ID	Gene_ID	Contig_ID	MAG_ID
6731	Cluster 2267	G80616_pe_k99_2493_3	G80616_pe_k99_2493	G80616_pe_bin.1
6732	Cluster 2285	G80616_pe_k99_2493_18	G80616_pe_k99_2493	G80616_pe_bin.1
6733	Cluster 3664	G80616_pe_k99_2493_10	G80616_pe_k99_2493	G80616_pe_bin.1
6734	Cluster 5220	G80616_pe_k99_2493_13	G80616_pe_k99_2493	G80616_pe_bin.1
6735	Cluster 5276	G80616_pe_k99_2493_8	G80616_pe_k99_2493	G80616_pe_bin.1
6736	Cluster 5781	G80616_pe_k99_2493_9	G80616_pe_k99_2493	G80616_pe_bin.1
6737	Cluster 6446	G80616_pe_k99_2493_15	G80616_pe_k99_2493	G80616_pe_bin.1
6738	Cluster 7259	G80616_pe_k99_2493_2	G80616_pe_k99_2493	G80616_pe_bin.1
6739	Cluster 9568	G80616_pe_k99_2493_11	G80616_pe_k99_2493	G80616_pe_bin.1
6740	Cluster 9888	G80616_pe_k99_2493_4	G80616_pe_k99_2493	G80616_pe_bin.1
6741	Cluster 10126	G80616_pe_k99_2493_12	G80616_pe_k99_2493	G80616_pe_bin.1
6742	Cluster 10390	G80616_pe_k99_2493_5	G80616_pe_k99_2493	G80616_pe_bin.1
6743	Cluster 10670	G80616_pe_k99_2493_16	G80616_pe_k99_2493	G80616_pe_bin.1
6744	Cluster 11912	G80616_pe_k99_2493_19	G80616_pe_k99_2493	G80616_pe_bin.1
6745	Cluster 426	G80568_pe_k99_4492_4	G80568_pe_k99_4492	G80568_pe_bin.2
6746	Cluster 1520	G80568_pe_k99_4492_2	G80568_pe_k99_4492	G80568_pe_bin.2
6747	Cluster 5594	G80568_pe_k99_4492_5	G80568_pe_k99_4492	G80568_pe_bin.2
6748	Cluster 6353	G80568_pe_k99_4492_3	G80568_pe_k99_4492	G80568_pe_bin.2
6749	Cluster 7854	G80568_pe_k99_4492_6	G80568_pe_k99_4492	G80568_pe_bin.2
6750	Cluster 427	G80568_pe_k99_6722_1	G80568_pe_k99_6722	G80568_pe_bin.2
6751	Cluster 3978	G80568_pe_k99_6722_2	G80568_pe_k99_6722	G80568_pe_bin.2
6752	Cluster 429	G80616_pe_k99_5360_3	G80616_pe_k99_5360	G80616_pe_bin.1
6753	Cluster 465	G80616_pe_k99_5360_2	G80616_pe_k99_5360	G80616_pe_bin.1
6754	Cluster 4950	G80616_pe_k99_5360_14	G80616_pe_k99_5360	G80616_pe_bin.1
6755	Cluster 5657	G80616_pe_k99_5360_4	G80616_pe_k99_5360	G80616_pe_bin.1
6756	Cluster 5846	G80616_pe_k99_5360_7	G80616_pe_k99_5360	G80616_pe_bin.1
6757	Cluster 6179	G80616_pe_k99_5360_1	G80616_pe_k99_5360	G80616_pe_bin.1
6758	Cluster 6381	G80616_pe_k99_5360_8	G80616_pe_k99_5360	G80616_pe_bin.1
6759	Cluster 6519	G80616_pe_k99_5360_13	G80616_pe_k99_5360	G80616_pe_bin.1
6760	Cluster 7758	G80616_pe_k99_5360_15	G80616_pe_k99_5360	G80616_pe_bin.1
6761	Cluster 8342	G80616_pe_k99_5360_9	G80616_pe_k99_5360	G80616_pe_bin.1
6762	Cluster 9442	G80616_pe_k99_5360_11	G80616_pe_k99_5360	G80616_pe_bin.1
6763	Cluster 10235	G80616_pe_k99_5360_6	G80616_pe_k99_5360	G80616_pe_bin.1
6764	Cluster 11229	G80616_pe_k99_5360_5	G80616_pe_k99_5360	G80616_pe_bin.1
6765	Cluster 11298	G80616_pe_k99_5360_12	G80616_pe_k99_5360	G80616_pe_bin.1
6766	Cluster 12457	G80616_pe_k99_5360_10	G80616_pe_k99_5360	G80616_pe_bin.1
6767	Cluster 431	G80568_pe_k99_4684_1	G80568_pe_k99_4684	G80568_pe_bin.2
6768	Cluster 809	G80568_pe_k99_4684_2	G80568_pe_k99_4684	G80568_pe_bin.2
6769	Cluster 1763	G80568_pe_k99_4684_10	G80568_pe_k99_4684	G80568_pe_bin.2
6770	Cluster 2573	G80568_pe_k99_4684_3	G80568_pe_k99_4684	G80568_pe_bin.2
6771	Cluster 2884	G80568_pe_k99_4684_7	G80568_pe_k99_4684	G80568_pe_bin.2
6772	Cluster 3816	G80568_pe_k99_4684_8	G80568_pe_k99_4684	G80568_pe_bin.2
6773	Cluster 6218	G80568_pe_k99_4684_9	G80568_pe_k99_4684	G80568_pe_bin.2
6774	Cluster 6571	G80568_pe_k99_4684_5	G80568_pe_k99_4684	G80568_pe_bin.2
6775	Cluster 10483	G80568_pe_k99_4684_4	G80568_pe_k99_4684	G80568_pe_bin.2
6776	Cluster 11810	G80568_pe_k99_4684_6	G80568_pe_k99_4684	G80568_pe_bin.2
6777	Cluster 12794	G80568_pe_k99_4684_11	G80568_pe_k99_4684	G80568_pe_bin.2
6778	Cluster 434	G80616_pe_k99_2048_73	G80616_pe_k99_2048	G80616_pe_bin.1
6779	Cluster 446	G80616_pe_k99_2048_71	G80616_pe_k99_2048	G80616_pe_bin.1
6780	Cluster 562	G80616_pe_k99_2048_34	G80616_pe_k99_2048	G80616_pe_bin.1
6781	Cluster 610	G80616_pe_k99_2048_8	G80616_pe_k99_2048	G80616_pe_bin.1
6782	Cluster 1121	G80616_pe_k99_2048_33	G80616_pe_k99_2048	G80616_pe_bin.1
6783	Cluster 1288	G80616_pe_k99_2048_27	G80616_pe_k99_2048	G80616_pe_bin.1
6784	Cluster 1312	G80616_pe_k99_2048_37	G80616_pe_k99_2048	G80616_pe_bin.1
6785	Cluster 1579	G80616_pe_k99_2048_26	G80616_pe_k99_2048	G80616_pe_bin.1
6786	Cluster 1616	G80616_pe_k99_2048_35	G80616_pe_k99_2048	G80616_pe_bin.1
6787	Cluster 1667	G80616_pe_k99_2048_7	G80616_pe_k99_2048	G80616_pe_bin.1
6788	Cluster 1938	G80616_pe_k99_2048_47	G80616_pe_k99_2048	G80616_pe_bin.1
6789	Cluster 1992	G80616_pe_k99_2048_76	G80616_pe_k99_2048	G80616_pe_bin.1
6790	Cluster 2000	G80616_pe_k99_2048_46	G80616_pe_k99_2048	G80616_pe_bin.1
6791	Cluster 2130	G80616_pe_k99_2048_68	G80616_pe_k99_2048	G80616_pe_bin.1
6792	Cluster 2244	G80616_pe_k99_2048_66	G80616_pe_k99_2048	G80616_pe_bin.1
6793	Cluster 2458	G80616_pe_k99_2048_74	G80616_pe_k99_2048	G80616_pe_bin.1
6794	Cluster 2550	G80616_pe_k99_2048_19	G80616_pe_k99_2048	G80616_pe_bin.1
6795	Cluster 2552	G80616_pe_k99_2048_6	G80616_pe_k99_2048	G80616_pe_bin.1
6796	Cluster 2555	G80616_pe_k99_2048_69	G80616_pe_k99_2048	G80616_pe_bin.1
6797	Cluster 2961	G80616_pe_k99_2048_12	G80616_pe_k99_2048	G80616_pe_bin.1
6798	Cluster 2981	G80616_pe_k99_2048_67	G80616_pe_k99_2048	G80616_pe_bin.1
6799	Cluster 3046	G80616_pe_k99_2048_70	G80616_pe_k99_2048	G80616_pe_bin.1
6800	Cluster 3413	G80616_pe_k99_2048_77	G80616_pe_k99_2048	G80616_pe_bin.1
6801	Cluster 3551	G80616_pe_k99_2048_20	G80616_pe_k99_2048	G80616_pe_bin.1
6802	Cluster 3763	G80616_pe_k99_2048_21	G80616_pe_k99_2048	G80616_pe_bin.1
6803	Cluster 4314	G80616_pe_k99_2048_52	G80616_pe_k99_2048	G80616_pe_bin.1
6804	Cluster 5135	G80616_pe_k99_2048_9	G80616_pe_k99_2048	G80616_pe_bin.1
6805	Cluster 5949	G80616_pe_k99_2048_48	G80616_pe_k99_2048	G80616_pe_bin.1
6806	Cluster 6193	G80616_pe_k99_2048_22	G80616_pe_k99_2048	G80616_pe_bin.1
6807	Cluster 6226	G80616_pe_k99_2048_32	G80616_pe_k99_2048	G80616_pe_bin.1
6808	Cluster 6785	G80616_pe_k99_2048_53	G80616_pe_k99_2048	G80616_pe_bin.1
6809	Cluster 6905	G80616_pe_k99_2048_24	G80616_pe_k99_2048	G80616_pe_bin.1
6810	Cluster 7106	G80616_pe_k99_2048_10	G80616_pe_k99_2048	G80616_pe_bin.1
6811	Cluster 7285	G80616_pe_k99_2048_72	G80616_pe_k99_2048	G80616_pe_bin.1
6812	Cluster 7488	G80616_pe_k99_2048_29	G80616_pe_k99_2048	G80616_pe_bin.1
6813	Cluster 7600	G80616_pe_k99_2048_30	G80616_pe_k99_2048	G80616_pe_bin.1
6814	Cluster 7640	G80616_pe_k99_2048_55	G80616_pe_k99_2048	G80616_pe_bin.1
6815	Cluster 7871	G80616_pe_k99_2048_23	G80616_pe_k99_2048	G80616_pe_bin.1
6816	Cluster 8032	G80616_pe_k99_2048_31	G80616_pe_k99_2048	G80616_pe_bin.1
6817	Cluster 8067	G80616_pe_k99_2048_75	G80616_pe_k99_2048	G80616_pe_bin.1
6818	Cluster 8164	G80616_pe_k99_2048_18	G80616_pe_k99_2048	G80616_pe_bin.1
6819	Cluster 8365	G80616_pe_k99_2048_36	G80616_pe_k99_2048	G80616_pe_bin.1
6820	Cluster 8688	G80616_pe_k99_2048_43	G80616_pe_k99_2048	G80616_pe_bin.1
6821	Cluster 8822	G80616_pe_k99_2048_4	G80616_pe_k99_2048	G80616_pe_bin.1
6822	Cluster 8916	G80616_pe_k99_2048_49	G80616_pe_k99_2048	G80616_pe_bin.1
6823	Cluster 9180	G80616_pe_k99_2048_61	G80616_pe_k99_2048	G80616_pe_bin.1
6824	Cluster 9194	G80616_pe_k99_2048_11	G80616_pe_k99_2048	G80616_pe_bin.1
6825	Cluster 9490	G80616_pe_k99_2048_3	G80616_pe_k99_2048	G80616_pe_bin.1
6826	Cluster 9524	G80616_pe_k99_2048_58	G80616_pe_k99_2048	G80616_pe_bin.1
6827	Cluster 9672	G80616_pe_k99_2048_2	G80616_pe_k99_2048	G80616_pe_bin.1
6828	Cluster 9683	G80616_pe_k99_2048_41	G80616_pe_k99_2048	G80616_pe_bin.1
6829	Cluster 9685	G80616_pe_k99_2048_28	G80616_pe_k99_2048	G80616_pe_bin.1
6830	Cluster 9833	G80616_pe_k99_2048_15	G80616_pe_k99_2048	G80616_pe_bin.1
6831	Cluster 9843	G80616_pe_k99_2048_44	G80616_pe_k99_2048	G80616_pe_bin.1
6832	Cluster 10086	G80616_pe_k99_2048_13	G80616_pe_k99_2048	G80616_pe_bin.1
6833	Cluster 10117	G80616_pe_k99_2048_51	G80616_pe_k99_2048	G80616_pe_bin.1
6834	Cluster 10487	G80616_pe_k99_2048_17	G80616_pe_k99_2048	G80616_pe_bin.1
6835	Cluster 10675	G80616_pe_k99_2048_50	G80616_pe_k99_2048	G80616_pe_bin.1
6836	Cluster 10719	G80616_pe_k99_2048_14	G80616_pe_k99_2048	G80616_pe_bin.1
6837	Cluster 10849	G80616_pe_k99_2048_62	G80616_pe_k99_2048	G80616_pe_bin.1
6838	Cluster 10934	G80616_pe_k99_2048_38	G80616_pe_k99_2048	G80616_pe_bin.1
6839	Cluster 11395	G80616_pe_k99_2048_64	G80616_pe_k99_2048	G80616_pe_bin.1
6840	Cluster 11571	G80616_pe_k99_2048_60	G80616_pe_k99_2048	G80616_pe_bin.1
6841	Cluster 11572	G80616_pe_k99_2048_59	G80616_pe_k99_2048	G80616_pe_bin.1
6842	Cluster 11728	G80616_pe_k99_2048_65	G80616_pe_k99_2048	G80616_pe_bin.1
6843	Cluster 11945	G80616_pe_k99_2048_39	G80616_pe_k99_2048	G80616_pe_bin.1
6844	Cluster 12197	G80616_pe_k99_2048_63	G80616_pe_k99_2048	G80616_pe_bin.1
6845	Cluster 12263	G80616_pe_k99_2048_56	G80616_pe_k99_2048	G80616_pe_bin.1
6846	Cluster 12379	G80616_pe_k99_2048_16	G80616_pe_k99_2048	G80616_pe_bin.1
6847	Cluster 12540	G80616_pe_k99_2048_5	G80616_pe_k99_2048	G80616_pe_bin.1
6848	Cluster 12579	G80616_pe_k99_2048_25	G80616_pe_k99_2048	G80616_pe_bin.1
6849	Cluster 12724	G80616_pe_k99_2048_42	G80616_pe_k99_2048	G80616_pe_bin.1
6850	Cluster 12886	G80616_pe_k99_2048_1	G80616_pe_k99_2048	G80616_pe_bin.1
6851	Cluster 12926	G80616_pe_k99_2048_40	G80616_pe_k99_2048	G80616_pe_bin.1
6852	Cluster 12933	G80616_pe_k99_2048_57	G80616_pe_k99_2048	G80616_pe_bin.1
6853	Cluster 13123	G80616_pe_k99_2048_45	G80616_pe_k99_2048	G80616_pe_bin.1
6854	Cluster 13490	G80616_pe_k99_2048_54	G80616_pe_k99_2048	G80616_pe_bin.1
6855	Cluster 440	G80568_pe_k99_3392_1	G80568_pe_k99_3392	G80568_pe_bin.2
6856	Cluster 7593	G80568_pe_k99_3392_2	G80568_pe_k99_3392	G80568_pe_bin.2
6857	Cluster 441	G80568_pe_k99_2182_9	G80568_pe_k99_2182	G80568_pe_bin.2
6858	Cluster 2202	G80568_pe_k99_2182_5	G80568_pe_k99_2182	G80568_pe_bin.2
6859	Cluster 2954	G80568_pe_k99_2182_2	G80568_pe_k99_2182	G80568_pe_bin.2
6860	Cluster 5223	G80568_pe_k99_2182_17	G80568_pe_k99_2182	G80568_pe_bin.2
6861	Cluster 5333	G80568_pe_k99_2182_12	G80568_pe_k99_2182	G80568_pe_bin.2
6862	Cluster 5540	G80568_pe_k99_2182_10	G80568_pe_k99_2182	G80568_pe_bin.2
6863	Cluster 5849	G80568_pe_k99_2182_19	G80568_pe_k99_2182	G80568_pe_bin.2
6864	Cluster 6216	G80568_pe_k99_2182_7	G80568_pe_k99_2182	G80568_pe_bin.2
6865	Cluster 6270	G80568_pe_k99_2182_3	G80568_pe_k99_2182	G80568_pe_bin.2
6866	Cluster 8125	G80568_pe_k99_2182_11	G80568_pe_k99_2182	G80568_pe_bin.2
6867	Cluster 8484	G80568_pe_k99_2182_20	G80568_pe_k99_2182	G80568_pe_bin.2
6868	Cluster 8586	G80568_pe_k99_2182_8	G80568_pe_k99_2182	G80568_pe_bin.2
6869	Cluster 8928	G80568_pe_k99_2182_6	G80568_pe_k99_2182	G80568_pe_bin.2
6870	Cluster 10019	G80568_pe_k99_2182_16	G80568_pe_k99_2182	G80568_pe_bin.2
6871	Cluster 10228	G80568_pe_k99_2182_18	G80568_pe_k99_2182	G80568_pe_bin.2
6872	Cluster 11043	G80568_pe_k99_2182_15	G80568_pe_k99_2182	G80568_pe_bin.2
6873	Cluster 11588	G80568_pe_k99_2182_4	G80568_pe_k99_2182	G80568_pe_bin.2
6874	Cluster 12658	G80568_pe_k99_2182_13	G80568_pe_k99_2182	G80568_pe_bin.2
6875	Cluster 13504	G80568_pe_k99_2182_14	G80568_pe_k99_2182	G80568_pe_bin.2
6876	Cluster 444	G80616_pe_k99_5161_20	G80616_pe_k99_5161	G80616_pe_bin.1
6877	Cluster 473	G80616_pe_k99_5161_17	G80616_pe_k99_5161	G80616_pe_bin.1
6878	Cluster 722	G80616_pe_k99_5161_15	G80616_pe_k99_5161	G80616_pe_bin.1
6879	Cluster 958	G80616_pe_k99_5161_8	G80616_pe_k99_5161	G80616_pe_bin.1
6880	Cluster 1899	G80616_pe_k99_5161_18	G80616_pe_k99_5161	G80616_pe_bin.1
6881	Cluster 1973	G80616_pe_k99_5161_4	G80616_pe_k99_5161	G80616_pe_bin.1
6882	Cluster 2167	G80616_pe_k99_5161_22	G80616_pe_k99_5161	G80616_pe_bin.1
6883	Cluster 2516	G80616_pe_k99_5161_10	G80616_pe_k99_5161	G80616_pe_bin.1
6884	Cluster 3388	G80616_pe_k99_5161_7	G80616_pe_k99_5161	G80616_pe_bin.1
6885	Cluster 3512	G80616_pe_k99_5161_6	G80616_pe_k99_5161	G80616_pe_bin.1
6886	Cluster 4748	G80616_pe_k99_5161_5	G80616_pe_k99_5161	G80616_pe_bin.1
6887	Cluster 5428	G80616_pe_k99_5161_23	G80616_pe_k99_5161	G80616_pe_bin.1
6888	Cluster 5437	G80616_pe_k99_5161_16	G80616_pe_k99_5161	G80616_pe_bin.1
6889	Cluster 6568	G80616_pe_k99_5161_1	G80616_pe_k99_5161	G80616_pe_bin.1
6890	Cluster 6582	G80616_pe_k99_5161_21	G80616_pe_k99_5161	G80616_pe_bin.1
6891	Cluster 6774	G80616_pe_k99_5161_13	G80616_pe_k99_5161	G80616_pe_bin.1
6892	Cluster 7134	G80616_pe_k99_5161_11	G80616_pe_k99_5161	G80616_pe_bin.1
6893	Cluster 8266	G80616_pe_k99_5161_27	G80616_pe_k99_5161	G80616_pe_bin.1
6894	Cluster 8528	G80616_pe_k99_5161_24	G80616_pe_k99_5161	G80616_pe_bin.1
6895	Cluster 8657	G80616_pe_k99_5161_25	G80616_pe_k99_5161	G80616_pe_bin.1
6896	Cluster 8729	G80616_pe_k99_5161_9	G80616_pe_k99_5161	G80616_pe_bin.1
6897	Cluster 9515	G80616_pe_k99_5161_26	G80616_pe_k99_5161	G80616_pe_bin.1
6898	Cluster 9667	G80616_pe_k99_5161_12	G80616_pe_k99_5161	G80616_pe_bin.1
6899	Cluster 10060	G80616_pe_k99_5161_19	G80616_pe_k99_5161	G80616_pe_bin.1
6900	Cluster 11187	G80616_pe_k99_5161_2	G80616_pe_k99_5161	G80616_pe_bin.1
6901	Cluster 11469	G80616_pe_k99_5161_3	G80616_pe_k99_5161	G80616_pe_bin.1
6902	Cluster 13240	G80616_pe_k99_5161_14	G80616_pe_k99_5161	G80616_pe_bin.1
6903	Cluster 447	G80568_pe_k99_6301_1	G80568_pe_k99_6301	G80568_pe_bin.4
6904	Cluster 5931	G80568_pe_k99_6301_3	G80568_pe_k99_6301	G80568_pe_bin.4
6905	Cluster 11814	G80568_pe_k99_6301_2	G80568_pe_k99_6301	G80568_pe_bin.4
6906	Cluster 451	G80616_pe_k99_3756_3	G80616_pe_k99_3756	G80616_pe_bin.1
6907	Cluster 1527	G80616_pe_k99_3756_8	G80616_pe_k99_3756	G80616_pe_bin.1
6908	Cluster 2295	G80616_pe_k99_3756_9	G80616_pe_k99_3756	G80616_pe_bin.1
6909	Cluster 2677	G80616_pe_k99_3756_21	G80616_pe_k99_3756	G80616_pe_bin.1
6910	Cluster 2681	G80616_pe_k99_3756_18	G80616_pe_k99_3756	G80616_pe_bin.1
6911	Cluster 2693	G80616_pe_k99_3756_17	G80616_pe_k99_3756	G80616_pe_bin.1
6912	Cluster 2786	G80616_pe_k99_3756_20	G80616_pe_k99_3756	G80616_pe_bin.1
6913	Cluster 2850	G80616_pe_k99_3756_19	G80616_pe_k99_3756	G80616_pe_bin.1
6914	Cluster 2892	G80616_pe_k99_3756_22	G80616_pe_k99_3756	G80616_pe_bin.1
6915	Cluster 2912	G80616_pe_k99_3756_16	G80616_pe_k99_3756	G80616_pe_bin.1
6916	Cluster 2918	G80616_pe_k99_3756_25	G80616_pe_k99_3756	G80616_pe_bin.1
6917	Cluster 2922	G80616_pe_k99_3756_15	G80616_pe_k99_3756	G80616_pe_bin.1
6918	Cluster 3048	G80616_pe_k99_3756_14	G80616_pe_k99_3756	G80616_pe_bin.1
6919	Cluster 5445	G80616_pe_k99_3756_5	G80616_pe_k99_3756	G80616_pe_bin.1
6920	Cluster 5485	G80616_pe_k99_3756_23	G80616_pe_k99_3756	G80616_pe_bin.1
6921	Cluster 5560	G80616_pe_k99_3756_13	G80616_pe_k99_3756	G80616_pe_bin.1
6922	Cluster 5570	G80616_pe_k99_3756_24	G80616_pe_k99_3756	G80616_pe_bin.1
6923	Cluster 5582	G80616_pe_k99_3756_2	G80616_pe_k99_3756	G80616_pe_bin.1
6924	Cluster 5614	G80616_pe_k99_3756_6	G80616_pe_k99_3756	G80616_pe_bin.1
6925	Cluster 6426	G80616_pe_k99_3756_11	G80616_pe_k99_3756	G80616_pe_bin.1
6926	Cluster 6675	G80616_pe_k99_3756_7	G80616_pe_k99_3756	G80616_pe_bin.1
6927	Cluster 8273	G80616_pe_k99_3756_1	G80616_pe_k99_3756	G80616_pe_bin.1
6928	Cluster 8444	G80616_pe_k99_3756_10	G80616_pe_k99_3756	G80616_pe_bin.1
6929	Cluster 9710	G80616_pe_k99_3756_12	G80616_pe_k99_3756	G80616_pe_bin.1
6930	Cluster 13454	G80616_pe_k99_3756_4	G80616_pe_k99_3756	G80616_pe_bin.1
6931	Cluster 453	G80616_pe_k99_1677_15	G80616_pe_k99_1677	G80616_pe_bin.1
6932	Cluster 650	G80616_pe_k99_1677_28	G80616_pe_k99_1677	G80616_pe_bin.1
6933	Cluster 1449	G80616_pe_k99_1677_1	G80616_pe_k99_1677	G80616_pe_bin.1
6934	Cluster 2148	G80616_pe_k99_1677_13	G80616_pe_k99_1677	G80616_pe_bin.1
6935	Cluster 2405	G80616_pe_k99_1677_9	G80616_pe_k99_1677	G80616_pe_bin.1
6936	Cluster 2676	G80616_pe_k99_1677_2	G80616_pe_k99_1677	G80616_pe_bin.1
6937	Cluster 2694	G80616_pe_k99_1677_5	G80616_pe_k99_1677	G80616_pe_bin.1
6938	Cluster 3545	G80616_pe_k99_1677_8	G80616_pe_k99_1677	G80616_pe_bin.1
6939	Cluster 3999	G80616_pe_k99_1677_32	G80616_pe_k99_1677	G80616_pe_bin.1
6940	Cluster 4038	G80616_pe_k99_1677_12	G80616_pe_k99_1677	G80616_pe_bin.1
6941	Cluster 4683	G80616_pe_k99_1677_23	G80616_pe_k99_1677	G80616_pe_bin.1
6942	Cluster 5381	G80616_pe_k99_1677_17	G80616_pe_k99_1677	G80616_pe_bin.1
6943	Cluster 5770	G80616_pe_k99_1677_10	G80616_pe_k99_1677	G80616_pe_bin.1
6944	Cluster 5935	G80616_pe_k99_1677_7	G80616_pe_k99_1677	G80616_pe_bin.1
6945	Cluster 6547	G80616_pe_k99_1677_11	G80616_pe_k99_1677	G80616_pe_bin.1
6946	Cluster 7117	G80616_pe_k99_1677_20	G80616_pe_k99_1677	G80616_pe_bin.1
6947	Cluster 7425	G80616_pe_k99_1677_25	G80616_pe_k99_1677	G80616_pe_bin.1
6948	Cluster 7552	G80616_pe_k99_1677_3	G80616_pe_k99_1677	G80616_pe_bin.1
6949	Cluster 7954	G80616_pe_k99_1677_16	G80616_pe_k99_1677	G80616_pe_bin.1
6950	Cluster 8205	G80616_pe_k99_1677_30	G80616_pe_k99_1677	G80616_pe_bin.1
6951	Cluster 8315	G80616_pe_k99_1677_4	G80616_pe_k99_1677	G80616_pe_bin.1
6952	Cluster 8442	G80616_pe_k99_1677_18	G80616_pe_k99_1677	G80616_pe_bin.1
6953	Cluster 9051	G80616_pe_k99_1677_22	G80616_pe_k99_1677	G80616_pe_bin.1
6954	Cluster 9094	G80616_pe_k99_1677_6	G80616_pe_k99_1677	G80616_pe_bin.1
6955	Cluster 9260	G80616_pe_k99_1677_19	G80616_pe_k99_1677	G80616_pe_bin.1
6956	Cluster 9674	G80616_pe_k99_1677_31	G80616_pe_k99_1677	G80616_pe_bin.1
6957	Cluster 9859	G80616_pe_k99_1677_26	G80616_pe_k99_1677	G80616_pe_bin.1
6958	Cluster 9924	G80616_pe_k99_1677_14	G80616_pe_k99_1677	G80616_pe_bin.1
6959	Cluster 10699	G80616_pe_k99_1677_29	G80616_pe_k99_1677	G80616_pe_bin.1
6960	Cluster 11154	G80616_pe_k99_1677_21	G80616_pe_k99_1677	G80616_pe_bin.1
6961	Cluster 12363	G80616_pe_k99_1677_27	G80616_pe_k99_1677	G80616_pe_bin.1
6962	Cluster 13337	G80616_pe_k99_1677_24	G80616_pe_k99_1677	G80616_pe_bin.1
6963	Cluster 456	G80568_pe_k99_7225_7	G80568_pe_k99_7225	G80568_pe_bin.2
6964	Cluster 5349	G80568_pe_k99_7225_4	G80568_pe_k99_7225	G80568_pe_bin.2
6965	Cluster 6759	G80568_pe_k99_7225_3	G80568_pe_k99_7225	G80568_pe_bin.2
6966	Cluster 7851	G80568_pe_k99_7225_5	G80568_pe_k99_7225	G80568_pe_bin.2
6967	Cluster 9011	G80568_pe_k99_7225_6	G80568_pe_k99_7225	G80568_pe_bin.2
6968	Cluster 10217	G80568_pe_k99_7225_2	G80568_pe_k99_7225	G80568_pe_bin.2
6969	Cluster 458	G80568_pe_k99_1949_1	G80568_pe_k99_1949	NaN
6970	Cluster 462	G80568_pe_k99_1305_32	G80568_pe_k99_1305	G80568_pe_bin.4
6971	Cluster 631	G80568_pe_k99_1305_13	G80568_pe_k99_1305	G80568_pe_bin.4
6972	Cluster 810	G80568_pe_k99_1305_62	G80568_pe_k99_1305	G80568_pe_bin.4
6973	Cluster 818	G80568_pe_k99_1305_54	G80568_pe_k99_1305	G80568_pe_bin.4
6974	Cluster 1160	G80568_pe_k99_1305_59	G80568_pe_k99_1305	G80568_pe_bin.4
6975	Cluster 1172	G80568_pe_k99_1305_46	G80568_pe_k99_1305	G80568_pe_bin.4
6976	Cluster 1247	G80568_pe_k99_1305_30	G80568_pe_k99_1305	G80568_pe_bin.4
6977	Cluster 1299	G80568_pe_k99_1305_31	G80568_pe_k99_1305	G80568_pe_bin.4
6978	Cluster 1463	G80568_pe_k99_1305_39	G80568_pe_k99_1305	G80568_pe_bin.4
6979	Cluster 1682	G80568_pe_k99_1305_29	G80568_pe_k99_1305	G80568_pe_bin.4
6980	Cluster 2084	G80568_pe_k99_1305_17	G80568_pe_k99_1305	G80568_pe_bin.4
6981	Cluster 2088	G80568_pe_k99_1305_21	G80568_pe_k99_1305	G80568_pe_bin.4
6982	Cluster 2126	G80568_pe_k99_1305_43	G80568_pe_k99_1305	G80568_pe_bin.4
6983	Cluster 2275	G80568_pe_k99_1305_16	G80568_pe_k99_1305	G80568_pe_bin.4
6984	Cluster 2331	G80568_pe_k99_1305_60	G80568_pe_k99_1305	G80568_pe_bin.4
6985	Cluster 2464	G80568_pe_k99_1305_26	G80568_pe_k99_1305	G80568_pe_bin.4
6986	Cluster 2815	G80568_pe_k99_1305_10	G80568_pe_k99_1305	G80568_pe_bin.4
6987	Cluster 2846	G80568_pe_k99_1305_63	G80568_pe_k99_1305	G80568_pe_bin.4
6988	Cluster 2936	G80568_pe_k99_1305_36	G80568_pe_k99_1305	G80568_pe_bin.4
6989	Cluster 3378	G80568_pe_k99_1305_20	G80568_pe_k99_1305	G80568_pe_bin.4
6990	Cluster 3454	G80568_pe_k99_1305_50	G80568_pe_k99_1305	G80568_pe_bin.4
6991	Cluster 4003	G80568_pe_k99_1305_2	G80568_pe_k99_1305	G80568_pe_bin.4
6992	Cluster 4240	G80568_pe_k99_1305_22	G80568_pe_k99_1305	G80568_pe_bin.4
6993	Cluster 4414	G80568_pe_k99_1305_48	G80568_pe_k99_1305	G80568_pe_bin.4
6994	Cluster 4511	G80568_pe_k99_1305_52	G80568_pe_k99_1305	G80568_pe_bin.4
6995	Cluster 4915	G80568_pe_k99_1305_35	G80568_pe_k99_1305	G80568_pe_bin.4
6996	Cluster 4984	G80568_pe_k99_1305_57	G80568_pe_k99_1305	G80568_pe_bin.4
6997	Cluster 5106	G80568_pe_k99_1305_34	G80568_pe_k99_1305	G80568_pe_bin.4
6998	Cluster 5138	G80568_pe_k99_1305_14	G80568_pe_k99_1305	G80568_pe_bin.4
6999	Cluster 5477	G80568_pe_k99_1305_33	G80568_pe_k99_1305	G80568_pe_bin.4
7000	Cluster 5598	G80568_pe_k99_1305_37	G80568_pe_k99_1305	G80568_pe_bin.4
7001	Cluster 6058	G80568_pe_k99_1305_44	G80568_pe_k99_1305	G80568_pe_bin.4
7002	Cluster 6135	G80568_pe_k99_1305_27	G80568_pe_k99_1305	G80568_pe_bin.4
7003	Cluster 6187	G80568_pe_k99_1305_28	G80568_pe_k99_1305	G80568_pe_bin.4
7004	Cluster 6563	G80568_pe_k99_1305_24	G80568_pe_k99_1305	G80568_pe_bin.4
